id,amount_tsh,gps_height,longitude,latitude,num_private,region_code,district_code,population,construction_year,pump_age_yr,date_recorded_age_yr,funder_factorize,installer_factorize,wpt_name_factorize,basin_factorize,subvillage_factorize,region_factorize,lga_factorize,ward_factorize,scheme_management_factorize,permit_factorize,extraction_type_group_factorize,management_factorize,payment_factorize,payment_type_factorize,water_quality_factorize,quality_group_factorize,quantity_factorize,source_factorize,waterpoint_type_factorize,public_meeting_factorize,status_group
70739,500.0,106,38.75222182,-6.93028558,0,6,3,800,1978,37,4,21,126,36339,6,11834,8,101,556,0,0,0,0,1,1,0,0,0,6,0,0,n/a
22260,500.0,2006,34.44336394,-9.5611714,0,11,4,10,2007,8,4,779,133,0,0,5618,0,15,19,0,0,0,0,1,1,0,0,0,0,0,0,n/a
48713,500.0,300,37.8416563,-5.44125079,0,4,7,1,1985,30,4,331,5,36340,2,18137,5,121,1781,0,0,2,0,1,1,1,1,1,5,2,0,n/a
30294,500.0,1652,36.58030851,-3.27845074,0,2,2,200,1989,26,2,21,5,36341,2,18884,15,24,819,0,1,0,0,1,1,0,0,0,0,0,0,n/a
27185,500.0,1769,31.68993254,-8.78168848,0,15,2,1000,1996,19,4,43,5,36342,8,6207,11,14,1823,0,0,0,0,1,1,0,0,0,0,0,0,n/a
21593,200.0,2154,34.06472614,-9.33625613,0,11,3,98,1990,25,4,21,23,0,0,3758,0,30,781,6,0,0,5,6,6,0,0,0,0,0,0,n/a
32119,50.0,44,39.18251822,-7.76841415,0,60,53,1,2005,10,4,122,253,36343,7,1227,8,107,894,0,1,6,0,1,1,0,0,0,3,0,0,n/a
20299,500.0,1025,29.69259021,-4.73837075,0,16,3,60,1985,30,2,102,34,755,5,12386,12,18,656,0,1,0,0,6,6,0,0,3,6,1,0,n/a
55818,500.0,1700,32.72961098,-9.08066372,0,12,6,163,1995,20,4,38,30,36344,8,769,16,68,625,0,0,3,0,4,4,0,0,1,5,2,0,n/a
74137,500.0,1960,34.36019588,-9.60651372,0,11,3,53,1992,23,4,38,23,0,0,10705,0,30,283,0,0,0,0,0,0,3,3,4,0,0,0,n/a
46159,500.0,1300,31.46556024,-1.72459427,0,18,3,968,2002,13,4,569,613,36345,1,3351,4,50,1515,0,1,0,0,1,1,0,0,0,0,0,0,n/a
59203,50.0,1200,32.90170584,-4.02763118,0,14,1,200,2004,11,3,64,965,2414,4,7660,7,92,497,0,0,1,0,1,1,0,0,0,3,1,2,n/a
20171,500.0,1790,31.50752685,-8.49026124,0,15,2,300,2002,13,4,59,5,36346,5,18885,11,14,948,0,0,2,0,1,1,0,0,0,3,2,0,n/a
18385,500.0,1700,33.7407492,-9.57782735,0,12,3,126,2000,15,4,11,21,36347,0,142,16,25,1097,7,1,0,7,6,6,0,0,0,0,0,0,n/a
44915,500.0,1796,34.83024282,-8.99154854,0,11,4,65,1976,39,4,21,5,36348,7,12894,0,15,38,0,0,0,0,1,1,0,0,0,0,0,0,n/a
15941,20.0,312,38.29863251,-6.12366645,0,6,1,40,2003,12,4,203,18,36349,6,7013,8,22,583,6,1,1,5,2,2,0,0,0,6,0,0,n/a
15865,50.0,1162,36.34753822,-5.00271265,0,21,5,2000,2011,4,2,928,53,4,4,18886,2,64,1753,0,0,1,0,1,1,1,1,1,3,1,0,n/a
57598,500.0,1488,36.41639871,-5.23867733,0,21,5,240,2011,4,2,718,28,36350,4,14212,2,64,47,0,0,0,0,1,1,0,0,3,1,0,0,n/a
56036,200.0,268,36.90814057,-7.82999963,0,5,3,500,2006,9,4,230,230,345,7,2710,19,40,468,6,1,0,0,6,6,0,0,1,6,0,0,n/a
35251,500.0,1773,34.69381777,-9.15125346,0,11,4,30,1974,41,4,21,5,21544,7,142,0,15,16,0,1,0,0,4,4,0,0,2,6,0,0,n/a
31002,50.0,-7,39.00151919,-6.53363536,0,6,1,120,2009,6,4,23,295,36351,6,5314,8,22,380,8,1,1,3,2,2,0,0,0,6,0,0,n/a
3720,500.0,1158,33.81467247,-3.44055689,0,17,2,389,1997,18,3,12,2,36352,4,546,6,11,490,4,0,3,1,1,1,0,0,0,5,2,0,n/a
63990,50.0,1319,34.63271677,-2.10938668,0,20,2,100,2006,9,2,1899,2137,36353,1,18887,1,1,518,1,2,1,2,3,3,1,1,0,3,3,1,n/a
7340,500.0,1120,36.46456488,-6.83853841,0,1,1,528,2006,9,4,22,150,36354,7,10650,14,61,1173,0,1,3,0,1,1,0,0,0,5,2,0,n/a
68382,500.0,492,34.83859346,-11.30848266,0,10,3,96,1992,23,2,11,9,818,0,18888,9,96,322,0,1,0,0,3,3,0,0,2,0,0,1,n/a
48833,500.0,1285,30.53739784,-3.78652531,0,16,1,400,1988,27,2,1844,92,36355,5,10113,12,28,35,0,0,0,0,3,3,0,0,0,6,1,0,n/a
54309,500.0,1140,33.45168362,-2.93678534,0,19,4,315,1998,17,4,124,52,36356,1,18889,18,108,1337,0,1,3,0,1,1,0,0,0,5,2,0,n/a
29274,500.0,1700,33.76326026,-8.97757033,0,12,2,447,1996,19,4,21,102,36357,7,18890,16,75,279,0,0,0,1,4,4,0,0,0,6,0,2,n/a
26159,20.0,1310,37.05576296,-3.182268,0,3,7,1,2001,14,2,144,137,36358,2,3058,10,12,26,5,1,0,4,6,6,0,0,0,0,0,0,n/a
5756,500.0,1300,31.38442534,-1.21015976,0,18,7,355,1993,22,4,20,5,36359,1,3841,4,53,163,0,1,2,0,1,1,0,0,1,5,2,0,n/a
65520,50.0,1158,33.08428325,-3.8230766,0,17,3,161,2000,15,3,21,28,35920,4,4726,6,6,220,0,1,6,0,1,1,0,0,0,2,1,0,n/a
17723,500.0,1300,31.805848600000004,-1.36501155,0,18,6,521,2002,13,4,25,19,36360,1,15928,4,43,2047,0,0,0,0,1,1,0,0,0,0,4,0,n/a
43704,500.0,1158,33.37181104,-3.5219862,0,17,1,725,1990,25,2,6,5,36361,1,18891,6,16,154,4,0,2,1,4,4,1,1,1,5,2,0,n/a
32284,300.0,685,36.70552115,-6.64706741,0,5,1,400,1997,18,4,78,70,36362,6,197,19,80,151,0,1,2,0,6,6,0,0,1,5,2,0,n/a
26312,500.0,1115,37.65395542,-3.19211279,0,3,1,1,2008,7,2,31,16,36363,2,9367,10,20,990,8,1,0,6,6,6,0,0,0,0,0,0,n/a
54828,500.0,1140,32.56082702,-2.70536949,0,19,5,1105,1998,17,4,21,39,36364,1,3319,18,48,1652,0,1,3,0,1,1,1,1,0,5,2,0,n/a
21386,200.0,1303,36.78455456,-3.36696906,0,2,7,50,1998,17,2,38,37,111,2,181,15,38,175,0,1,0,0,4,4,0,0,1,0,0,0,n/a
26077,200.0,1739,34.99864328,-9.12704596,0,11,4,250,2001,14,4,161,5,36365,7,3453,0,15,56,0,0,0,0,6,6,0,0,0,0,0,0,n/a
54702,100.0,750,36.73373516,-7.34387548,0,5,1,75,2010,5,4,336,345,36366,7,731,19,80,980,0,1,5,0,6,6,0,0,0,5,3,0,n/a
68427,500.0,1654,34.88838657,-8.47362239,0,11,2,164,2000,15,4,38,30,0,7,318,0,83,165,0,1,3,0,1,1,0,0,0,5,2,2,n/a
41359,50.0,1120,35.98560988,-6.21942784,0,1,5,278,2008,7,4,22,23,36367,6,63,14,93,1447,0,0,6,0,2,2,0,0,2,3,1,0,n/a
57912,500.0,1355,34.27293554,-1.75055628,0,20,2,40,2007,8,2,455,476,36368,1,1852,1,1,546,1,1,0,3,3,3,0,0,3,1,0,1,n/a
57126,500.0,1700,32.48935385,-8.365677499999999,0,12,6,2841,2003,12,4,59,57,36369,8,18892,16,68,1570,0,0,2,0,6,6,1,1,1,3,2,2,n/a
21321,500.0,1700,33.84889455,-9.64868115,0,12,3,313,2000,15,4,11,21,36370,0,31,16,25,32,0,1,0,0,1,1,0,0,2,0,0,0,n/a
53202,500.0,430,37.77820772,-7.23311762,0,5,2,100,2006,9,4,65,5,2101,6,4346,19,69,856,0,1,0,0,1,1,0,0,0,6,0,0,n/a
3351,500.0,1158,32.72383748,-3.37525397,0,17,3,1121,1998,17,3,6,6,82,1,6714,6,6,1766,4,1,3,1,1,1,0,0,1,5,2,0,n/a
41354,250.0,1293,30.15374039,-4.48396355,0,16,2,320,1984,31,2,102,109,36371,5,543,12,42,487,7,1,0,0,6,6,0,0,0,6,0,0,n/a
19050,50.0,-15,38.97860470000001,-6.49159189,0,6,1,20,2000,15,4,23,295,36372,6,5704,8,22,380,8,1,1,3,2,2,0,0,0,6,0,0,n/a
15929,250.0,1314,29.89433306,-4.49490566,0,16,2,570,2007,8,2,765,28,6632,5,5463,12,42,471,7,1,0,4,6,6,0,0,0,6,0,0,n/a
31560,500.0,1358,35.28268379,-9.82866141,0,10,2,106,1994,21,2,112,5,169,0,3699,9,106,1276,0,1,0,0,4,4,0,0,2,6,1,0,n/a
61696,40.0,346,38.41929306,-5.22891042,25,4,6,50,1980,35,4,31,163,36373,2,320,5,112,790,0,1,1,0,2,2,0,0,0,6,0,0,n/a
56022,50.0,1350,36.62711045,-5.69230652,0,21,5,2000,2005,10,2,64,53,36374,6,18893,2,64,1325,0,1,1,0,2,2,0,0,0,3,1,0,n/a
48422,300.0,1300,31.49573274,-3.22658922,0,18,4,547,1989,26,4,57,50,11404,5,8727,4,59,94,0,1,5,0,1,1,0,0,4,3,3,0,n/a
18651,500.0,1158,33.37181104,-3.5219862,0,17,1,669,1998,17,2,6,5,36375,1,148,6,16,1094,4,0,3,1,5,5,6,1,0,5,2,0,n/a
23414,500.0,2279,34.38042005,-9.27632854,0,11,4,35,1996,19,4,200,200,36376,0,18894,0,15,573,0,1,0,0,1,1,0,0,0,0,1,0,n/a
23653,500.0,1140,33.41425541,-2.65222018,0,19,2,410,1998,17,4,20,5,36377,1,18895,18,76,1014,0,1,3,0,1,1,0,0,0,5,2,0,n/a
4003,500.0,1700,33.61944734,-9.04133277,0,12,4,154,2000,15,4,25,19,36378,0,14070,16,32,638,0,2,0,0,1,1,0,0,0,0,0,0,n/a
26311,500.0,1200,32.45266261,-4.96583611,0,14,3,698,2006,9,3,227,226,36379,5,18896,7,105,1562,0,1,4,0,1,1,0,0,1,5,2,0,n/a
70408,50.0,1300,31.02583607,-1.00631553,0,18,7,365,1985,30,4,21,34,0,1,4405,4,53,1308,1,1,1,0,1,1,0,0,1,0,0,0,n/a
42630,300.0,335,37.61107086,-6.1394928,0,5,6,58,2010,5,4,180,180,36380,6,576,19,62,512,0,1,5,0,1,1,0,0,1,5,3,0,n/a
64456,250.0,1284,30.37923896,-4.36838255,0,16,2,200,2009,6,2,43,5,1,5,2647,12,42,63,2,0,0,0,6,6,3,3,4,0,0,0,n/a
66412,20.0,53,38.96955687,-7.39934003,0,60,43,360,2008,7,4,143,135,14130,7,4298,8,9,467,0,0,3,0,2,2,0,0,0,5,2,0,n/a
39856,20.0,20,39.21865441,-6.90337376,0,7,2,200,2000,15,2,66,59,36381,6,129,20,71,125,4,0,1,1,2,2,0,0,0,3,0,1,n/a
54522,500.0,1200,31.3096652,-5.09653916,0,14,4,4232,2003,12,3,43,5,36382,5,18897,7,67,1635,0,0,3,0,1,1,0,0,1,5,2,0,n/a
10505,50.0,1158,32.59582852,-3.72984154,0,17,3,674,1985,30,2,283,279,36383,1,18898,6,7,521,0,1,1,0,2,2,0,0,0,8,3,1,n/a
31406,500.0,198,38.7189836,-5.21490525,0,4,3,200,1984,31,4,21,5,857,2,4403,5,36,1506,0,0,4,0,1,1,1,1,1,5,2,0,n/a
28354,10.0,1591,37.16441849,-3.19653792,0,3,5,65,1999,16,2,54,46,20214,2,2139,10,56,607,5,1,0,4,2,2,0,0,0,0,0,0,n/a
2621,500.0,1085,31.11712362,-5.00794614,0,16,3,250,2012,3,2,21,5,24149,5,12227,12,18,1646,9,1,3,8,3,3,0,0,1,5,2,0,n/a
55216,500.0,1857,36.70319459,-3.14482801,0,2,2,150,1997,18,2,361,5,145,4,4619,15,24,921,0,1,0,0,1,1,0,0,1,0,0,0,n/a
40173,500.0,1679,32.06781401,-8.52337407,0,15,2,350,1985,30,4,33,5,36384,8,17197,11,14,762,0,1,0,0,1,1,0,0,0,6,0,0,n/a
37985,500.0,2119,36.72533241,-3.15769231,0,2,2,150,2000,15,2,361,5,2378,4,2358,15,24,921,0,1,0,0,1,1,4,4,0,0,3,0,n/a
52840,2400.0,1607,34.90803396,-8.66406703,0,11,2,169,1996,19,4,11,5,0,7,1717,0,83,317,0,1,0,0,0,0,0,0,0,0,0,0,n/a
12109,50.0,58,39.06666122,-7.35616056,4,60,43,1200,2009,6,4,64,287,10508,7,18899,8,9,686,0,0,1,0,2,2,1,1,0,3,3,0,n/a
26963,500.0,1158,33.59995083,-3.71424322,0,17,8,488,2005,10,3,151,5,215,4,2203,6,46,1252,9,1,0,8,3,3,0,0,2,0,1,0,n/a
46197,300.0,-20,38.97394132,-5.42422016,0,4,5,200,2002,13,4,1900,2138,36385,2,1500,5,115,590,3,0,5,3,1,1,1,1,1,5,3,2,n/a
22081,500.0,1158,33.39142683,-3.5036675,0,17,3,583,1994,21,3,6,6,21822,4,18900,6,6,579,4,1,2,1,1,1,0,0,1,5,2,0,n/a
46780,500.0,302,38.52872999,-10.75245627,0,90,33,1,1991,24,2,76,69,1336,3,14196,3,79,388,0,1,3,0,3,3,1,1,1,3,2,0,n/a
2633,500.0,754,36.21761547,-11.12261819,0,10,5,250,2010,5,2,7,2139,36386,3,22,9,10,626,4,0,2,1,4,4,0,0,1,5,2,0,n/a
56927,500.0,1158,33.37181104,-3.5219862,0,17,1,137,1998,17,2,75,68,36387,1,18901,6,16,881,4,0,3,1,1,1,0,0,0,5,2,0,n/a
59682,500.0,1200,32.08244236,-5.06984245,0,14,4,1035,2006,9,3,1901,2140,4,5,18902,7,67,106,0,1,4,0,1,1,0,0,1,3,2,0,n/a
38169,500.0,1301,36.94076692,-3.33883313,0,2,7,154,2003,12,2,40,49,36388,2,142,15,38,53,0,1,0,0,3,3,0,0,1,6,0,0,n/a
49662,50.0,106,39.20812323,-7.10328642,0,60,43,500,2011,4,4,10,8,3347,6,3183,8,9,1258,3,0,1,3,1,1,1,1,1,3,0,0,n/a
27236,500.0,1598,37.54914760000001,-3.26243503,0,3,4,1,1972,43,2,21,5,36389,2,17251,10,29,1615,0,1,0,0,1,1,0,0,1,0,3,2,n/a
66648,500.0,1700,33.82786097,-9.27514725,0,12,4,131,2000,15,4,25,19,36390,0,5915,16,32,619,0,2,0,0,3,3,0,0,0,0,0,0,n/a
60179,500.0,1589,36.81609444,-3.16804645,0,2,7,140,2006,9,2,79,37,36391,4,6115,15,38,159,0,1,0,1,3,3,0,0,1,0,1,0,n/a
46608,20.0,772,37.35383489,-3.35324251,0,3,6,1,2004,11,2,32,26,36392,2,15228,10,33,1428,7,1,0,7,2,2,0,0,1,0,1,0,n/a
7912,500.0,241,36.94308486,-7.82385812,0,5,3,150,2005,10,4,345,5,36393,7,115,19,40,793,2,1,3,0,1,1,0,0,3,5,2,0,n/a
40483,500.0,1609,35.12133224,-9.24863449,0,11,4,480,2009,6,4,28,22,680,7,722,0,15,615,6,1,0,5,4,4,0,0,0,0,0,0,n/a
28335,300.0,1158,32.06535095,-3.62191203,0,17,5,487,1989,26,3,92,5,1162,5,1566,6,45,764,4,1,5,1,3,3,0,0,0,5,3,1,n/a
64791,500.0,1782,34.840309999999995,-9.12326093,0,11,4,100,2010,5,4,38,65,31423,7,223,0,15,666,0,0,3,0,1,1,0,0,0,5,2,0,n/a
970,50.0,62,39.08955697,-6.98200774,0,7,2,650,2010,5,2,25,19,5344,6,3611,20,71,553,9,2,1,8,1,1,0,0,0,3,0,1,n/a
54743,500.0,384,37.67967851,-6.02988493,0,5,6,50,2011,4,4,521,559,36394,6,9169,19,62,976,0,1,9,0,6,6,0,0,0,5,2,0,n/a
70993,50.0,34,39.5345568,-10.19239624,0,80,23,243,2009,6,2,191,191,93,3,1199,13,19,773,6,0,1,5,2,2,0,0,0,3,1,0,n/a
46287,1200.0,1832,34.79919325,-9.64732907,0,11,4,25,2005,10,4,67,33,0,0,3449,0,15,750,6,0,0,5,0,0,0,0,0,0,0,0,n/a
27169,500.0,1666,37.30931032,-3.2016932,0,3,4,1,1976,39,2,21,34,36395,2,18903,10,29,544,0,1,0,0,1,1,0,0,1,0,3,2,n/a
29471,30.0,-14,38.85731753,-6.52328197,0,6,1,80,2010,5,4,23,266,4842,6,1136,8,22,527,3,1,5,3,2,2,0,0,0,3,3,2,n/a
71476,500.0,1553,37.89475282,-4.25934409,0,3,3,80,2012,3,2,138,65,36396,2,8711,10,17,305,7,1,0,4,6,6,0,0,0,6,0,1,n/a
45420,500.0,1300,30.48066853,-2.58405452,0,18,30,413,2002,13,4,20,35,36397,1,18491,4,85,1286,0,0,0,0,1,1,0,0,0,0,3,0,n/a
71980,500.0,107,38.00346864,-7.24425321,0,5,2,250,1998,17,4,77,5,36398,6,18904,19,69,401,0,1,3,0,1,1,0,0,1,5,2,0,n/a
72862,500.0,1300,30.7954797,-2.45309267,0,18,30,136,2002,13,4,293,2141,17596,1,4408,4,85,1393,0,0,0,0,6,6,0,0,1,0,0,0,n/a
6168,50.0,4,39.19664611,-6.89960187,0,7,2,120,2000,15,2,66,59,24281,6,129,20,71,125,4,0,1,1,2,2,0,0,0,3,0,1,n/a
73489,50.0,495,37.44216993,-6.91034015,0,5,6,1,1977,38,4,21,34,36399,6,17147,19,62,763,0,1,1,0,1,1,0,0,1,3,0,0,n/a
67595,200.0,1195,30.05822824,-4.8967952000000015,0,16,2,950,2002,13,2,21,28,19500,5,1047,12,42,277,7,0,8,4,6,6,0,0,0,3,2,0,n/a
37418,4000.0,1129,31.08582244,-6.42304511,0,15,1,175,2009,6,4,21,126,36400,8,2737,11,87,1716,0,1,4,0,0,0,1,1,0,3,2,0,n/a
23319,500.0,1700,33.89746215,-9.28397645,0,12,4,87,2000,15,4,25,19,4763,0,3479,16,32,346,9,2,0,8,3,3,0,0,0,0,0,0,n/a
379,500.0,1502,37.24568151,-2.83081529,0,2,6,100,2011,4,2,507,5,36401,4,14659,15,66,1234,0,1,0,0,4,4,0,0,1,6,0,0,n/a
61286,500.0,1700,33.70665347,-9.58192348,0,12,3,372,2000,15,4,11,21,36402,0,4199,16,60,978,7,1,0,7,6,6,0,0,0,0,0,0,n/a
15933,50.0,1449,36.49685598,-5.53781724,0,21,5,1,2001,14,2,928,1018,36403,6,18905,2,64,1253,8,1,1,0,3,3,1,1,0,3,3,0,n/a
55858,500.0,1251,34.37108941,-1.61017849,0,20,2,50,2007,8,2,1902,2046,33874,1,18906,1,1,1361,1,2,9,3,1,1,1,1,1,5,2,1,n/a
60144,50.0,304,37.63119016,-6.32278375,0,5,6,1,1970,45,4,21,5,4868,6,4382,19,62,1285,0,1,1,0,1,1,1,1,2,3,0,0,n/a
4352,500.0,1700,33.01972627,-8.9344073,0,12,6,587,1995,20,4,38,30,36404,8,5154,16,68,827,0,0,3,0,4,4,0,0,3,5,2,2,n/a
9905,500.0,1158,33.47808582,-3.62665745,0,17,7,195,1996,19,3,6,5,36405,4,17655,6,110,336,4,0,8,1,3,3,1,1,1,7,2,1,n/a
27743,500.0,1564,34.6108152,-9.0145023,0,11,4,45,1978,37,4,3,5,36406,7,18907,0,15,17,6,1,0,5,6,6,0,0,0,6,0,0,n/a
35256,50.0,79,38.85621991,-6.74776227,0,6,2,1,2008,7,4,10,149,36407,6,2538,8,88,183,7,1,6,3,2,2,0,0,0,6,0,2,n/a
35537,500.0,1340,36.869291,-6.19063842,0,5,1,150,2010,5,4,160,153,19054,6,6623,19,80,1462,0,1,0,0,1,1,0,0,4,6,0,0,n/a
25120,500.0,1158,34.12931086,-3.10774462,0,17,2,145,1993,22,3,55,5,26748,1,8426,6,11,263,4,0,2,1,5,5,0,0,0,5,2,0,n/a
43468,500.0,1140,33.48870161,-2.54812165,0,19,2,657,2009,6,4,262,236,36408,1,4383,18,76,630,9,1,4,8,1,1,0,0,0,3,2,0,n/a
53035,500.0,1233,33.97413612,-1.5921883,0,20,3,50,2011,4,3,561,607,5753,1,18908,1,47,1503,9,1,0,8,3,3,0,0,0,1,0,1,n/a
69597,300.0,273,38.9308566,-10.06108432,0,80,53,560,1979,36,2,68,591,36409,3,3133,13,51,1474,0,1,5,0,1,1,1,1,0,5,3,0,n/a
1440,2000.0,1518,35.90894786,-7.71870136,0,11,7,60,1985,30,4,11,71,0,7,8931,0,27,411,0,1,0,0,0,0,0,0,0,0,0,0,n/a
54701,1000.0,2165,34.58287632,-9.58906171,0,11,4,15,2000,15,4,125,212,0,0,9760,0,15,19,0,0,0,0,0,0,0,0,0,0,0,0,n/a
50701,500.0,1158,32.26469969,-3.31541132,0,17,5,140,1996,19,3,12,19,36410,5,822,6,45,68,4,1,3,1,3,3,2,2,0,5,2,0,n/a
26306,500.0,1237,30.96584301,-3.27927516,0,16,1,500,1991,24,2,102,34,4489,5,402,12,28,1026,0,0,0,0,3,3,0,0,0,0,1,0,n/a
5101,300.0,1300,31.12109431,-1.56884658,0,18,1,163,1996,19,4,21,5,4,1,5994,4,4,625,2,1,5,2,1,1,0,0,0,1,0,0,n/a
50562,500.0,1700,32.92048915,-8.80325835,0,12,6,587,1995,20,4,38,30,36411,8,1085,16,68,827,0,0,3,0,4,4,0,0,1,5,2,2,n/a
21381,500.0,324,36.87255585,-7.88361434,0,5,3,220,1996,19,4,77,34,36412,7,14312,19,40,1217,5,1,0,0,1,1,0,0,1,6,0,0,n/a
61186,500.0,1140,33.08579615,-2.6398872200000003,0,19,2,1721,1998,17,3,20,5,36413,1,18909,18,76,2053,2,1,3,0,1,1,0,0,1,5,2,0,n/a
10726,1000.0,581,37.39805605,-10.97251357,0,10,1,1,2003,12,2,59,57,36414,3,2148,9,74,1399,0,0,11,0,1,1,0,0,0,3,2,2,n/a
38114,500.0,1300,31.83612981,-1.02314833,0,18,2,844,2002,13,4,299,5,36415,1,18910,4,65,1759,0,1,0,0,1,1,0,0,1,0,4,0,n/a
52810,500.0,283,37.03688282,-7.69128685,0,5,1,250,1996,19,4,78,70,36416,7,6891,19,80,477,0,1,2,0,1,1,0,0,0,5,2,0,n/a
20389,500.0,1992,35.38394736,-4.05579549,0,21,3,1,1999,16,2,326,330,36417,4,10009,2,35,877,0,1,0,0,1,1,0,0,0,0,1,0,n/a
43615,500.0,1331,34.09123395,-2.87899582,0,17,1,500,1996,19,2,6,5,1370,1,18911,6,16,154,4,0,3,1,1,1,0,0,0,5,2,0,n/a
57068,500.0,1177,37.42738537,-3.32109499,0,3,4,70,1974,41,2,21,5,36418,2,13373,10,29,576,0,1,0,0,3,3,0,0,0,0,0,0,n/a
49109,500.0,184,37.57616328,-7.44243454,0,5,2,300,2008,7,4,65,5,4,6,388,19,69,865,0,1,2,0,1,1,0,0,0,5,2,0,n/a
11086,500.0,1158,32.19818313,-3.53856687,0,17,5,713,2003,12,3,59,57,36419,5,18912,6,45,1108,4,1,3,1,3,3,0,0,2,5,2,1,n/a
73675,500.0,1,39.10519656,-7.52320433,0,6,4,50,2009,6,4,84,84,36420,7,18913,8,9,859,0,0,2,0,1,1,0,0,0,5,2,0,n/a
12727,100.0,-12,39.11389639,-6.58962235,0,7,1,389,2010,5,2,66,59,786,6,676,20,118,586,0,0,1,0,2,2,0,0,0,3,0,0,n/a
48628,500.0,1700,33.58291578,-9.2452884,0,12,4,231,2000,15,4,25,19,13916,0,3108,16,32,805,0,2,0,0,0,0,0,0,0,0,0,0,n/a
34433,500.0,1700,32.58595017,-8.96850646,0,12,6,685,2003,12,4,11,9,36421,8,13256,16,68,973,0,0,2,0,4,4,0,0,0,3,2,2,n/a
57340,50.0,1158,34.21357473,-3.23450721,0,17,6,216,2004,11,3,7,303,21094,4,166,6,13,420,9,1,1,8,1,1,0,0,0,6,1,0,n/a
46701,500.0,1140,33.17877173,-2.80837873,0,19,4,391,1998,17,4,124,52,36422,1,14425,18,108,707,0,1,3,0,1,1,0,0,0,5,2,0,n/a
35299,500.0,1226,38.36424716,-4.7966794,0,4,1,1,2007,8,4,21,5,36423,2,4900,5,37,905,0,1,0,0,1,1,0,0,0,0,0,0,n/a
41210,50.0,1120,35.8522359,-6.34788361,0,1,4,219,2003,12,4,21,587,26244,7,2760,14,21,1272,0,1,1,0,2,2,0,0,1,3,0,0,n/a
49874,500.0,280,36.12997649,-8.87406466,0,5,4,800,1996,19,4,77,5,36424,7,18914,19,97,559,2,1,3,0,1,1,0,0,0,5,2,0,n/a
13390,300.0,359,38.92499903,-10.17250674,0,80,53,1200,1981,34,2,68,123,36425,3,18915,13,51,1323,0,0,5,0,1,1,1,1,0,5,3,0,n/a
66488,25.0,1553,31.02527595,-7.4924712,0,15,3,1,1995,20,4,157,5,1359,5,863,11,94,211,7,0,1,4,2,2,1,1,0,3,0,0,n/a
67786,500.0,1158,33.67235059,-2.94233655,0,17,2,216,1993,22,3,55,5,36426,1,4161,6,11,814,4,0,2,1,4,4,0,0,0,5,2,0,n/a
57646,500.0,1140,33.08579615,-2.6398872200000003,0,17,1,215,2009,6,3,177,175,24390,1,9592,18,76,254,4,0,4,1,3,3,0,0,0,5,2,1,n/a
66031,50.0,1182,33.9676701,-1.42240437,0,20,6,450,1983,32,3,85,52,28,1,2809,1,114,386,0,0,1,0,1,1,0,0,0,8,1,0,n/a
32846,20.0,60,39.22798592,-7.22132013,0,6,4,500,2004,11,4,84,84,10107,6,9000,8,9,635,0,0,4,0,2,2,0,0,0,3,2,0,n/a
55470,1000.0,1757,35.43196176,-8.10580323,0,11,1,1,2004,11,4,465,487,0,7,5695,0,49,407,0,1,0,0,0,0,0,0,0,0,0,0,n/a
45443,50.0,1120,35.89324958,-6.16404955,0,1,5,297,2000,15,4,22,88,36427,6,136,14,93,541,0,0,6,0,2,2,1,1,1,3,0,0,n/a
33423,500.0,1140,32.80061238,-2.8305432,0,19,5,1548,2009,6,4,21,475,36428,1,18916,18,48,1720,0,1,4,0,1,1,1,1,0,3,2,0,n/a
12619,500.0,1962,35.27781348,-3.18853872,0,2,5,350,2011,4,2,61,302,26609,4,15703,15,111,890,9,0,0,8,1,1,0,0,3,1,0,0,n/a
15595,500.0,1244,37.6379215,-3.18978319,0,3,1,1,2008,7,2,31,16,36429,2,18917,10,20,990,8,1,0,6,6,6,0,0,0,0,0,0,n/a
1466,500.0,1300,31.45613113,-1.17859327,0,18,7,355,1990,25,4,59,5,36430,1,5613,4,53,163,0,1,2,0,1,1,1,1,0,5,2,0,n/a
15863,500.0,1258,37.54995974,-3.29826145,0,3,4,85,1972,43,2,21,5,36431,2,13316,10,29,459,0,1,0,0,1,1,0,0,1,0,3,0,n/a
32073,500.0,1700,33.20410777,-9.08305136,0,12,6,399,1995,20,4,38,30,36432,8,14190,16,68,155,0,0,3,0,4,4,0,0,3,5,2,2,n/a
40460,20.0,500,37.39271469,-6.45026217,0,5,1,250,1984,31,4,216,211,611,6,1438,19,80,961,0,1,1,0,2,2,0,0,0,3,0,0,n/a
58265,500.0,1700,33.54061551,-9.11875202,0,12,4,286,2000,15,4,25,19,1013,0,12607,16,32,40,0,2,0,0,1,1,0,0,0,0,0,0,n/a
32882,500.0,1120,35.9566913,-6.48117472,0,1,4,528,2006,9,4,61,55,25352,7,901,14,21,1672,0,1,3,0,1,1,0,0,1,1,2,0,n/a
1177,20.0,1747,35.11699164,-4.17954355,0,21,3,244,2008,7,2,8,324,31941,4,4868,2,35,690,0,1,8,0,2,2,0,0,0,3,2,0,n/a
3506,500.0,1200,32.27715571,-5.17487375,0,14,4,330,2002,13,3,8,1303,36433,5,11431,7,67,1134,0,1,8,0,6,6,0,0,0,5,2,0,n/a
